,Company,Job type,State,date Posted,Part time/full time,Min salary,Max salary,Avg_salary,Posting_age_days,job_description
3486,Kraft Bpo Solutions Private Limited,Healthcare AR Caller,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Healthcare AR Caller role in Karnataka .
Average salary: $37,740."
3487,Ciel Hr,Healthcare AR Caller,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Healthcare AR Caller role in Tamil Nadu .
Average salary: $37,740."
3488,Rhythm Health Care,Healthcare Assistant,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Healthcare Assistant role in Maharashtra .
Average salary: $37,740."
3489,Piya Facility Management,Housekeeping Supervisor,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Housekeeping Supervisor role in Delhi-NCR.
Average salary: $37,740."
3490,Tst24X7 Oncall Services Private Limited,Housekeeping,Orissa,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Housekeeping role in Orissa .
Average salary: $37,740."
3491,Mindseed Tutorials,Housekeeping Boy,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Housekeeping Boy role in Maharashtra .
Average salary: $37,740."
3492,Cafe Peter,Housekeeping Staff,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Housekeeping Staff role in Maharashtra .
Average salary: $37,740."
3493,Arodda Fusion Cafe,Housekeeping Staff,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Housekeeping Staff role in Karnataka .
Average salary: $37,740."
3494,Roopgarh Power and Alloys Private Limited,Housekeeping Staff,Chhattisgarh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Housekeeping Staff role in Chhattisgarh .
Average salary: $37,740."
3495,Mahesh Stone Trader,Housekeeping Boy,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Housekeeping Boy role in Maharashtra .
Average salary: $37,740."
3496,Jmk Regency,Housekeeping Staff,Uttar Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Housekeeping Staff role in Uttar Pradesh .
Average salary: $37,740."
3497,Vijaya Lakshmi Mineral Water,Housekeeping Cum Delivery Staff,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Housekeeping Cum Delivery Staff role in Andhra Pradesh .
Average salary: $37,740."
3498,M/S Olivia'S Cafe,Housekeeping Staff,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Housekeeping Staff role in Maharashtra .
Average salary: $37,740."
3499,True Business Solution,Housekeeping Staff,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Housekeeping Staff role in Delhi-NCR.
Average salary: $37,740."
3500,Hotel Hill View,Housekeeping Staff,Uttarakhand,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Housekeeping Staff role in Uttarakhand .
Average salary: $37,740."
3501,Sanskar Marine Academy Private Limited,Office Boy,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Office Boy role in Delhi-NCR.
Average salary: $37,740."
3502,Bunts Hotels,Housekeeping Staff,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Housekeeping Staff role in Maharashtra .
Average salary: $37,740."
3503,Sun Diagnostics,Pathology Lab Technician,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Pathology Lab Technician role in Maharashtra .
Average salary: $37,740."
3504,Anur Pathology Laboratory,Pathology Lab Technician,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Pathology Lab Technician role in Maharashtra .
Average salary: $37,740."
3505,Kkch Mediworld Private Limited,X-Ray Technician,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"X-Ray Technician role in Maharashtra .
Average salary: $37,740."
3506,Meditech Diagnostics and Polyclinic,X-Ray Technician,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"X-Ray Technician role in Maharashtra .
Average salary: $37,740."
3507,Lions Club of Bombay Oshiwara Crescent,X-Ray Technician,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"X-Ray Technician role in Maharashtra .
Average salary: $37,740."
3508,Ahmedabad Imaging Centre,X-Ray Technician,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"X-Ray Technician role in Gujarat .
Average salary: $37,740."
3509,Kamal Diagnostic Centre,X-Ray Technician,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"X-Ray Technician role in Maharashtra .
Average salary: $37,740."
3510,Helpee,Caretaker,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Caretaker role in Karnataka .
Average salary: $37,740."
3511,Heal On Home Health Care,Caretaker,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Caretaker role in Karnataka .
Average salary: $37,740."
3512,Sukino Healthcare,Caretaker,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Caretaker role in Tamil Nadu .
Average salary: $37,740."
3513,Srikash Home Healthcare Services,Caretaker,Madhya Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Caretaker role in Madhya Pradesh .
Average salary: $37,740."
3514,Rescue By Garima Animal Shelter,Caretaker,Uttarakhand,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Caretaker role in Uttarakhand .
Average salary: $37,740."
3515,Suraksha Old Age Home,Caretaker,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Caretaker role in Andhra Pradesh .
Average salary: $37,740."
3516,Bobby Agency,Caretaker,Punjab,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Caretaker role in Punjab .
Average salary: $37,740."
3517,Sukino Healthcare,Caretaker,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Caretaker role in Karnataka .
Average salary: $37,740."
3518,Helpee,Caretaker,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Caretaker role in Delhi-NCR.
Average salary: $37,740."
3519,Bismak Property Management Services LLP,Caretaker,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Caretaker role in Maharashtra .
Average salary: $37,740."
3520,Helpee,Caretaker,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Caretaker role in Maharashtra .
Average salary: $37,740."
3521,Kshitij Tours & Trade Fairs,Caretaker,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Caretaker role in Gujarat .
Average salary: $37,740."
3522,Lavish Meditech Health Home Care,Caretaker,Rajasthan,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Caretaker role in Rajasthan .
Average salary: $37,740."
3523,Helpee,Caretaker,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Caretaker role in Maharashtra .
Average salary: $37,740."
3524,BFS Hair Signature Line,Unisex Hair Dresser,Madhya Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Unisex Hair Dresser role in Madhya Pradesh .
Average salary: $37,740."
3525,Shoppers Stop Limited,Beauty Advisor,Punjab,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Beauty Advisor role in Punjab .
Average salary: $37,740."
3526,French World,Beautician,Uttar Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Beautician role in Uttar Pradesh .
Average salary: $37,740."
3527,Sreeya's Beauty Parlour,Beautician,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Beautician role in Andhra Pradesh .
Average salary: $37,740."
3528,Vmt Beauty Spa,Beautician,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Beautician role in Andhra Pradesh .
Average salary: $37,740."
3529,Aashi,Unisex Hair Dresser,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Unisex Hair Dresser role in Delhi-NCR.
Average salary: $37,740."
3530,French World,Beautician,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Beautician role in Delhi-NCR.
Average salary: $37,740."
3531,Greens Salons,Beauty Therapist,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Beauty Therapist role in Maharashtra .
Average salary: $37,740."
3532,Opal Unisex Salon,Unisex Hair Dresser,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Unisex Hair Dresser role in Maharashtra .
Average salary: $37,740."
3533,In Style Beauty Salon And Spa,Beautician,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Beautician role in Maharashtra .
Average salary: $37,740."
3534,Arni Beauty Care Centre,Beautician,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Beautician role in Maharashtra .
Average salary: $37,740."
3535,Vynora Hair And Beauty Studio,Beautician,Rajasthan,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Beautician role in Rajasthan .
Average salary: $37,740."
3536,Manasvi Herbal Beauty Parlour,Beautician,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Beautician role in Andhra Pradesh .
Average salary: $37,740."
3537,Moon Star Family Saloon & Spa,Beautician,West Bengal,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Beautician role in West Bengal .
Average salary: $37,740."
3538,Sanjeevan Ayurved,Spa Therapist,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Spa Therapist role in Maharashtra .
Average salary: $37,740."
3539,Arohi Ayurved,Ayurvedic Therapist,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Ayurvedic Therapist role in Karnataka .
Average salary: $37,740."
3540,Smaalt,Ayurvedic Therapist,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Ayurvedic Therapist role in Maharashtra .
Average salary: $37,740."
3541,Plumskin,Massage Therapist,Kerela,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Massage Therapist role in Kerela .
Average salary: $37,740."
3542,Thapovan Ayurveda LLP,Ayurvedic Therapist,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Ayurvedic Therapist role in Gujarat .
Average salary: $37,740."
3543,Heel To Heal,Spa Therapist,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Spa Therapist role in Tamil Nadu .
Average salary: $37,740."
3544,Sriveda,Ayurvedic Therapist,West Bengal,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Ayurvedic Therapist role in West Bengal .
Average salary: $37,740."
3545,Blue Diamond Spa and Salon,Spa Therapist,West Bengal,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Spa Therapist role in West Bengal .
Average salary: $37,740."
3546,Serenity Wellness,Spa Therapist,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Spa Therapist role in Maharashtra .
Average salary: $37,740."
3547,Silk Spa,Massage Specialist,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Massage Specialist role in Maharashtra .
Average salary: $37,740."
3548,Moon Star Family Saloon & Spa,Spa Therapist,West Bengal,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Spa Therapist role in West Bengal .
Average salary: $37,740."
3549,Amora Spa & Training Centre,Spa Therapist,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Spa Therapist role in Maharashtra .
Average salary: $37,740."
3550,Shikara Wellness Spa,Spa Therapist,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Spa Therapist role in Andhra Pradesh .
Average salary: $37,740."
3551,Ayu Nature Care,Therapist,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Therapist role in Gujarat .
Average salary: $37,740."
3552,Nailshadez,Nail Artist,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Nail Artist role in Karnataka .
Average salary: $37,740."
3553,Nails Luxe By Dolly,Nail Artist,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Nail Artist role in Delhi-NCR.
Average salary: $37,740."
3554,Cuticles,Nail Artist,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Nail Artist role in Delhi-NCR.
Average salary: $37,740."
3555,Imaella,Nail Artist,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Nail Artist role in Maharashtra .
Average salary: $37,740."
3556,Meraki by Krishna,Nail Artist,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Nail Artist role in Maharashtra .
Average salary: $37,740."
3557,Vmt Beauty Spa,Beautician,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Beautician role in Andhra Pradesh .
Average salary: $37,740."
3558,BFS Hair Signature Line,Unisex Hair Dresser,Madhya Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Unisex Hair Dresser role in Madhya Pradesh .
Average salary: $37,740."
3559,In Style Beauty Salon And Spa,Beautician,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Beautician role in Maharashtra .
Average salary: $37,740."
3560,Royal Touch Beauty Parlor,Beautician,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Beautician role in Maharashtra .
Average salary: $37,740."
3561,NS4 Hair and Beauty Salon Private Limited,Salon Operations Manager,Uttarakhand,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Salon Operations Manager role in Uttarakhand .
Average salary: $37,740."
3562,Euphoria Unisex Salon,Beautician,Rajasthan,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Beautician role in Rajasthan .
Average salary: $37,740."
3563,Vedhikas,Salon Manager,Kerela,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Salon Manager role in Kerela .
Average salary: $37,740."
3564,Maaya's Glamour & Glow,Beautician,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Beautician role in Andhra Pradesh .
Average salary: $37,740."
3565,Refresh Doorstep Spa,Beauty Spa Manager,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Beauty Spa Manager role in Karnataka .
Average salary: $37,740."
3566,Matoshree Multispeciality Hospital,Nursing Superintendent,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Nursing Superintendent role in Gujarat .
Average salary: $37,740."
3567,Quickaid Health Care Private Limited,Nursing Superintendent,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Nursing Superintendent role in Karnataka .
Average salary: $37,740."
3568,Cradle of Youth,Nurse Practitioners,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Nurse Practitioners role in Karnataka .
Average salary: $37,740."
3569,The Skin Chakra Clinic,Clinical Nurse Specialist,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Clinical Nurse Specialist role in Karnataka .
Average salary: $37,740."
3570,Brahmchaitanya Superspeciality Hospital,ICU Nurse,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"ICU Nurse role in Maharashtra .
Average salary: $37,740."
3571,Layam,Painter,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Painter role in Tamil Nadu .
Average salary: $37,740."
3572,Shubham Extrusion Machines,Spray Painter,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Spray Painter role in Gujarat .
Average salary: $37,740."
3573,Sam Trading Corporation,Structural Painter,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Structural Painter role in Gujarat .
Average salary: $37,740."
3574,Motoshine,Car Painter,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Car Painter role in Karnataka .
Average salary: $37,740."
3575,GI Staffing Services,Automobile painter,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Automobile painter role in Maharashtra .
Average salary: $37,740."
3576,RN Cabs,Painter,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Painter role in Maharashtra .
Average salary: $37,740."
3577,Shree Ganesh Steel Industries,Painter,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Painter role in Gujarat .
Average salary: $37,740."
3578,Mangal infotech,Spray Painter,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Spray Painter role in Delhi-NCR.
Average salary: $37,740."
3579,Sandhya Interiors,Painter,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Painter role in Delhi-NCR.
Average salary: $37,740."
3580,Detailing Devils India Private Limited,PPF Applicator Executive,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"PPF Applicator Executive role in Delhi-NCR.
Average salary: $37,740."
3581,Blue Balcony Private Limited,Furniture Polisher,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Furniture Polisher role in Delhi-NCR.
Average salary: $37,740."
3582,Armatic Engineering      Private Limited,Automobile painter,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Automobile painter role in Karnataka .
Average salary: $37,740."
3583,The Janson Enterprises,Painter,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Painter role in Delhi-NCR.
Average salary: $37,740."
3584,Adecco,Fumigation Technician,Kerela,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Fumigation Technician role in Kerela .
Average salary: $37,740."
3585,Adira Wastewater Treatment and Management,Plumber,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Plumber role in Maharashtra .
Average salary: $37,740."
3586,Ideesys,Plumber,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Plumber role in Karnataka .
Average salary: $37,740."
3587,Bharati Agro,Plumber,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Plumber role in Maharashtra .
Average salary: $37,740."
3588,Jaswant Kaur Associates Private Limited,Plumber,Uttar Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Plumber role in Uttar Pradesh .
Average salary: $37,740."
3589,Scopehr Services,Plumber,Puducherry,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Plumber role in Puducherry .
Average salary: $37,740."
3590,Big Basket,Plumber,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Plumber role in Tamil Nadu .
Average salary: $37,740."
3591,Dnj Enterprises,Plumber,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Plumber role in Maharashtra .
Average salary: $37,740."
3592,Multiedge Facility Managemant,Plumber,Chandigarh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Plumber role in Chandigarh.
Average salary: $37,740."
3593,Ipools India Private Limited,Plumber,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Plumber role in Karnataka .
Average salary: $37,740."
3594,Propsquare Lifespaces Management Private Limited,Plumber,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Plumber role in Andhra Pradesh .
Average salary: $37,740."
3595,Rajaram Construction,Civil Engineer,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Civil Engineer role in Gujarat .
Average salary: $37,740."
3596,Multiedge Facility Managemant,Plumbing Supervisor,Chandigarh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Plumbing Supervisor role in Chandigarh.
Average salary: $37,740."
3597,Acquire Incorporation,Operator Swimming Pool And Maintenance,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Operator Swimming Pool And Maintenance role in Gujarat .
Average salary: $37,740."
3598,Channelplay,IPro For Apple,Kerela,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"IPro For Apple role in Kerela .
Average salary: $37,740."
3599,Kamitartha Dry Fruits,Retail Sales Executive,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Retail Sales Executive role in Karnataka .
Average salary: $37,740."
3600,Human Potential Consultant,"Sales Executive , Fashion Consultant , Counter Sales",Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Sales Executive , Fashion Consultant , Counter Sales role in Maharashtra .
Average salary: $37,740."
3601,Del Rico Creamery,Sales Executive,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Sales Executive role in Maharashtra .
Average salary: $37,740."
3602,Vision Parrty Shop,Retail Sales Executive,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Retail Sales Executive role in Maharashtra .
Average salary: $37,740."
3603,Sangeetha Mobiles,Retail Sales Executive,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Retail Sales Executive role in Karnataka .
Average salary: $37,740."
3604,Sangeetha Mobiles,Retail Sales Executive,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Retail Sales Executive role in Karnataka .
Average salary: $37,740."
3605,Swen Services,Area Sales Manager,West Bengal,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Area Sales Manager role in West Bengal .
Average salary: $37,740."
3606,Channelplay,IPro For Apple,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"IPro For Apple role in Karnataka .
Average salary: $37,740."
3607,DLJ Enterprises,Retail Sales Associate,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Retail Sales Associate role in Tamil Nadu .
Average salary: $37,740."
3608,Channelplay,IPro For Apple,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"IPro For Apple role in Tamil Nadu .
Average salary: $37,740."
3609,Muthoot Finance,Banking Trainee,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Banking Trainee role in Tamil Nadu .
Average salary: $37,740."
3610,Sangeetha Mobiles,Retail Sales Executive,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Retail Sales Executive role in Karnataka .
Average salary: $37,740."
3611,Channelplay,IPro For Apple,Rajasthan,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"IPro For Apple role in Rajasthan .
Average salary: $37,740."
3612,Devraj Roofing India Private Limited,Accountant,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Accountant role in Gujarat .
Average salary: $37,740."
3613,Global Color Steels Private Limited,Marketing Executive,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Marketing Executive role in Andhra Pradesh .
Average salary: $37,740."
3614,J K Scaffolding India Private Limited,Field Sales Executive,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Field Sales Executive role in Karnataka .
Average salary: $37,740."
3615,Scaler Metalworks Private Limited,Sales Executive,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Sales Executive role in Delhi-NCR.
Average salary: $37,740."
3616,Syfte Market Services,Frontend Web Developer Vuejs/Laravel,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Frontend Web Developer Vuejs/Laravel role in Karnataka .
Average salary: $37,740."
3617,Satat Urja,Solar PV Installer,Uttar Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Solar PV Installer role in Uttar Pradesh .
Average salary: $37,740."
3618,Publix Energy  Corporation,Solar PV Installer,Uttar Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Solar PV Installer role in Uttar Pradesh .
Average salary: $37,740."
3619,SN Renewables,Solar PV Installer,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Solar PV Installer role in Karnataka .
Average salary: $37,740."
3620,Saur Energy Solution,Solar PV Installer,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Solar PV Installer role in Maharashtra .
Average salary: $37,740."
3621,M/S Green Solar Power,Solar PV Installer,Uttar Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Solar PV Installer role in Uttar Pradesh .
Average salary: $37,740."
3622,Meeba Space Solutions Private Limited,Solar PV Installer,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Solar PV Installer role in Maharashtra .
Average salary: $37,740."
3623,M/S Green Solar Power,Solar PV Installer,Uttar Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Solar PV Installer role in Uttar Pradesh .
Average salary: $37,740."
3624,Shree Chandramangal Suncity Marketing Private Limited,Solar Coordinator & Installer,Rajasthan,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Solar Coordinator & Installer role in Rajasthan .
Average salary: $37,740."
3625,V Tech Power Systems,Field Sales Executive,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Field Sales Executive role in Maharashtra .
Average salary: $37,740."
3626,Future Power,AutoCAD Designer,Madhya Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AutoCAD Designer role in Madhya Pradesh .
Average salary: $37,740."
3627,Sindu Enterprises,Electrician,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Electrician role in Tamil Nadu .
Average salary: $37,740."
3628,Bisineer Engineering (India) Private Limited,Sales and Marketing Executive,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Sales and Marketing Executive role in Karnataka .
Average salary: $37,740."
3629,JSS Jewellers,Production Supervisor,Rajasthan,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Production Supervisor role in Rajasthan .
Average salary: $37,740."
3630,Deep Relief Massage Therapy,Massage Therapist,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Massage Therapist role in Maharashtra .
Average salary: $37,740."
3631,Ayaath Spa,Beauty Therapist,West Bengal,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Beauty Therapist role in West Bengal .
Average salary: $37,740."
3632,Plumskin,Massage Therapist,Kerela,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Massage Therapist role in Kerela .
Average salary: $37,740."
3633,Serenity Wellness,Spa Therapist,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Spa Therapist role in Maharashtra .
Average salary: $37,740."
3634,The Rose Spa,Beauty Therapist,West Bengal,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Beauty Therapist role in West Bengal .
Average salary: $37,740."
3635,Blue Diamond Spa and Salon,Spa Therapist,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Spa Therapist role in Maharashtra .
Average salary: $37,740."
3636,Sri Sai Traders,Spa Therapist,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Spa Therapist role in Karnataka .
Average salary: $37,740."
3637,Golden Beautify,Beauty Therapist,West Bengal,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Beauty Therapist role in West Bengal .
Average salary: $37,740."
3638,The Unique Wellness Zone,Beauty Therapist,West Bengal,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Beauty Therapist role in West Bengal .
Average salary: $37,740."
3639,Sreecycle Plast,Sales Executive,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Sales Executive role in Andhra Pradesh .
Average salary: $37,740."
3640,Bajaj Allianz Life Insurance Company Limited,Team Leader,West Bengal,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Team Leader role in West Bengal .
Average salary: $37,740."
